1	16:1:48	Pcd: Es que tengo muchos piojos y se le puede pegar	2
	16:1:52	Participante: ¿Si?	2
	16:1:52	Pcd: si	2
	16:1:55	Participante: No, no importa	2
	16:1:55	¿A quiere estár piojoso?	2
	16:1:56	Participante: A Pues, después se van a caer	2
2	16:2:1	Pcd: No quiero, yo no quiero jugar	1
	16:2:4	Participante: ¿No?	1
	16:2:5	Pcd:  No	1
	16:2:6	Participante: Pero va a ser bien fácil esto	1
	16:2:8	Participante: No lo (incomprensible)	1
	16:2:10	Pcd: No, nomás para uste sí	1
	16:2:13	Participante: Ajá, lo voy hacer yo y después ested	1
	16:2:15	No pero yo no quiero	1
	16:2:18	Participante: Le voy 	1
7	16:2:18	Pcd: este día  estoy enojada 	1
	16:2:21	Participante: Apoco!!, que le pasó?	1
	16:2:23	Pcd: Porque no me han dado mi medecina, no , no	1
	16:2:27	Participante: aa, alomejor más  tarda y se la dan 	1
	16:2:29	Pcd: Y luego me pusieron este pantalón que está feo	1
	16:2:34	Participante: mm, pero ya ahorita jugamos un ratito para que se distraiga y	1
	16:2:39	Pcd: No quiero distraerme	1
	16:2:40	Participante: no quiere	1
	16:2:45	Participante: Vamos a, lo voy hacer  yo, y ya luego usted me dice si (incomprensible)	1
	16:2:51	pcd: No yo no quiero, no	1
	16:2:53	Participante: ¿Pero no sabe lo que vamos hacer?	1
	16:2:56	Pcd: ?????, y quién es usted?	2
3	16:3:1	Participante: Yo soy  ????	2
	16:3:2	Pcd: ¿?	2
	16:3:3	Participante: ajá	2
	16:3:3	 Pcd: No, yo no lo conozco	2
	16:3:5	Participante: No?, soy amigo de ???, me invitó para que viniera a jugar  con usted	2
	16:3:11	Pcd: Pero yo no quiero jugar, quién le dijo a ella que yo quiero jugar	2
	16:3:16	Participante: Pero está muy simple esto	2
	16:3:20	Pcd: Pues  juegue uste	2
	16:3:22	Participante: Podemos jugar los dos	2
	16:3:27	Pcd: Tengo muchos piójos	2
	16:3:28	Pcd: Se los voy a pegar 	2
	16:3:30	Participante: no, no se me, no pasa nada	2
	16:3:33	Pcd:¿Uste nunca ha tenido piójos?	2
	16:3:35	Participante: Mm no	2
	16:3:36	Pcd:  Es que aquí donde me tienen no me, no me  espulgan ni me peinan mire 	2
	16:3:41	Pcd: mire que greñuda ando	2
	16:3:43	Participante: No, pero eso no importa ahorita	2
	16:3:47	pcd: En ligar de jugar, grite, dígales que me peinen	2
	16:3:52	Participante: No, pero, ahorita eso va hacer más tarde	2
	16:3:55	Participante: Bueno, primero vamos hacer, algo aquí   es rápido y ya luego vemos que la peinen	2
	16:4:1	Participante:   y todo eso,¿ está bien?	2
	16:4:3	Pcd: Y que me pinten	2
	16:4:4	Participante: Ummju	2
	16:4:4	pcd:  Porque voy a ir al baile. ¿No vamos?	2
	16:4:7	Participante:  Sí , si me invita 	2
	16:4:9	Pcd: ¿Sabe bailar?	2
	16:4:9	Participante: Sí 	2
	16:4:10	Pcd: A que bueno porque yo no se	2
	16:4:12	Participante: Yo le enseño	2
	16:4:13	Pcd: A que bien 	2
	16:4:14	 Participante: Pero primero vamos hacer  estos, es rápido	2
	16:4:17	Pero si no me enseña,  no le  hago nada	2
	16:4:19	Participante: Ummju, yo le enseño, yo lo hago primero 	2
	16:4:22	Pcd: Va a bailar primero 	2
	16:4:23	Participante:  (sonrisa) No primero vamos hacer esto	2
	16:4:25	Participante: Primero hacemos 	2
	16:4:26	Pcd: Es que yo quiero que baile primero 	2
	16:4:29	 Participante: ¿Y si usted me ayuda e después le ayudo yo?	2
	16:4:34	Pcd: ¿A bailar?	2
	16:4:35	Participante: Ummju, (risa), primero hacemos esto	2
	16:4:37	Pcd: Pero necesitamos música	2
	16:4:39	Participante: ¿música ?, a mire hacemos esto y ahorita vamos a por la música para bailar	2
	16:4:46	 Participante: Y ya luego nos vamos al baile	2
	16:4:49	Participante: ¿Qué le parece?	2
	16:4:50	Pcd: Pos hágalo uste	2
	16:4:51	Participante: Lo voy hacer yo, y ya luego usted me ayuda	2
	16:4:54	Participante:  ¿Está  bien?, tenemos éste cordonsito, está muy sencillo (incomprensible)	2
	16:5:0	pcd: ¿Uste sabe dónde está Antonio?	3
	16:5:2	Participante: Lo que vamos hacer ahorita es que vamos a pasar el cordoncito éste por el hoyito	3
	16:5:8	Participante: Así	3
	16:5:9	Pcd: No, no, yo quiero que me diga si sabe dónde está Antonio	3
	16:5:13	Participante: Ee noo.	3
	16:5:14	Pcd: O entonces voy a gritar 	3
	16:5:16	Participante: No, no grite, no es necesario	3
	16:5:17	Pcd: Sí pues pa que venga Antonio,  hacer eso, yo no puedo	3
	16:5:21	 Participante: ¿Por qué no puede?	2
	16:5:22	Pcd: Porque me duele  mucho mis manos, me, me pegaron con una tabla	2
	16:5:26	Participante: ¿Si?	2
