6	16:55:46	Pcd: ¿Por qué le pusieron así?	1
6	16:55:48	Participante: mmm no mi mamá le gustó el nombre	1
6	16:55:50	Pcd: Ta feo noooo!!!	1
6	16:55:51	Participante:   Sí	1
6	16:55:51	Investigador 2:Y va a trabajar con usted un ratito	1
6	16:55:55	Participante:  ¿Le gustan las sopas de letra?	1
6	16:55:56	Pcd: No!!	1
6	16:55:57	Participante:  ¿No le gusta?	1
6	16:55:58	Pcd: No!!	1
6	16:55:59	Participante: ¿ Si alcanza a ver laas lestras bien?	1
7	16:56:3	Pcd: Si pero no me gusta 	1
7	16:56:5	Participante:  No??, es rápido ahorita vamos a, si ¿Cuál alcanza a ver mejor?	1
7	16:56:12	Pcd: Éstas (toca la hoja de sopa de letras)	1
7	16:56:12	Participante:  Estas.	1
7	16:56:19	 Necesito que me escriba aquí su nombre	1
7	16:56:22	Pcd: No se escribir 	1
7	16:56:23	Participante:No sabe escribir?	1
7	16:56:24	Pcd: No 	1
7	16:56:24	Participante: No?	1
7	16:56:26	Participante:  Y si...	1
7	16:56:26	pcd: Si se escribir pero no  quiero hacer	1
7	16:56:28	Participante:  No quiere hacer?, pues lo dejamos para ahorita bueno para, para saber que lo hizo usted	1
7	16:56:35	Pcd: Yo lo hice?, no, no lo estoy haciendo	1
7	16:56:38	Participante:  No ahorita que  lo haga	1
7	16:56:40	Bueno.	1
7	16:56:40	Pcd: ¿Quién se estaba comiendo mis galleta uste ?	2
7	16:56:43	Participante: Nooo, así la dejó usted	2
7	16:56:45	Pcd: Nooo, yo la dejé entera	2
7	16:56:47	Participante:  (risa) ahí está una  entera , si quiere déjela ahí y tome la entera 	2
7	16:56:53	Pcd Mmmm (mueve la cabeza en expresión  de respuesta negativa)	2
7	16:56:57	Participante:  Entonces le digo vamos a jugar aquí  a la sopa de letras 	1
8	16:57:1	Participante: vamos a buscar las palabras   aquí abajo 	1
8	16:57:4	Participante: Es alto, feo, gordo, guapo (incomprensible), buscando una por una 	1
8	16:57:10	Participante: Aa, yo voy, si quiere yo voy haciendo una y lugo usted hace la otra	1
8	16:57:14	Pcd: Pues mejor uste las hace todas	1
8	16:57:16	 Participante: Pero así no vamos a poder jughar los dos	3
8	16:57:18	Pcd: Pues es que yo no se. Yo ya me quiero ir	3
8	16:57:22	Participante: Perooooo, la hace y ya entonces  nos vamos  todos 	3
8	16:57:27	Participante:  ¿Está bien ?	2
8	16:57:29	Pcd:Mmmmm. no, no está bien, no está bien	2
8	16:57:35	 Bueno, vamos a empezar	2
8	16:57:36	Pcd: El otro me dijo que me  iba  a reglar mi bicicleta y no me  arregló nada	2
8	16:57:40	Pcd: ¿Uste que va arreglar?	2
8	16:57:41	No, pues el ya se comprometió con la bicicleta 	2
8	16:57:45	Pcd:  Pero no hizo nada	2
8	16:57:46	 Participante: No?, a	2
8	16:57:47	Pcd: Nomás me puso a jugar sus cosas esas feas sus fichas	2
8	16:57:51	Participante:  A lo mejor ahora que termine, que salga ya está arreglada la bicicleta!!!	2
8	16:57:56	Pcd: Lo veo sentado	2
8	16:57:58	Participante:  Quién sabe!!!!	2
9	16:58:0	 Participante: A lo mejor ya terminó y no se	2
9	16:58:2	Pcd: Bueno	1
9	16:58:4	Participante:   Entonces si quiere empezamos a buscar una fácil  de feo	1
9	16:58:8	Participante:   Que está muy cortito	1
9	16:58:10	 Pcd: Esa soy yo 	1
9	16:58:11	Participante:  (risa)	1
9	16:58:12	Pcd:Fea	1
9	16:58:13	Participante:  Entonces yo sería feo porque (incomprensible)	1
9	16:58:17	pcd:  A pero yo quiero que sea niña	1
9	16:58:20	aaa, bueno vamos a buscar feo	1
9	16:58:24	Participante:  Si quiere empezamos buscando...	1
9	16:58:26	Pcd: Y  como le va hacer para, para ponerle  así (señala la estructura de la sopa de letras)	1
9	16:58:30	Participante:   Usted lo va a subrayar	1
9	16:58:32	Participante:   Ahorita que lo encuentre	1
9	16:58:36	 Pcd: Porque no lo hace uste mejor!!!	1
9	16:58:38	 Porque si no no jugaríamos los dos 	1
9	16:58:42	Pcd:  ¿Aa, yo voy agarrar una y uste va agarrar otra?	1
9	16:58:45	Participante:  Mmmmju	1
9	16:58:46	Pcd: Abueno  uste es la, el siguiente	1
9	16:58:48	Participante:  Sí	1
9	16:58:54	Participante:   Cuál, estamos buscando feo eeee	1
9	16:58:57	Pcd:  a ver	1
10	16:59:2	Participante:   ¿Qué dice ahí?	1
10	16:59:3	Pcd: Feo	1
10	16:59:9	Participante:  Noooo, 	1
10	16:59:11	 Pcd: Ahí dice feo	1
10	16:59:13	¿En dónde dice feo?	1
10	16:59:14	Pcd: Sí,  feo 	1
10	16:59:15	Participante:  Aaa no pero lo que tiene que hacer es buscar la palabra completa	1
10	16:59:20	Participante:  Por ejemplo por aquí así, busque la palabra	1
10	16:59:23	Participante:  ¿En dónde está la palabra?	1
10	16:59:25	 ¿Completa?	1
10	16:59:26	 Participante:  Ajá completa y seguida	1
10	16:59:28	Pcd: Pos aquí está	1
10	16:59:30	Participante:  No pero  por ejemplo mire si buscamos 	1
10	16:59:35	Participante:  Por ejemplo aquí sí, me lo presta? (pide el lápiz)	1
10	16:59:37	Participante:  Mire yo aquí me encontré gooool así para abajo	1
10	16:59:42	Pcd:  A pues uste ya sabe, no,  yo no quiero jugar	1
10	16:59:45	Participante:  No, no se, yo la busqué y ahí la encontré	1
10	16:59:48	Pcd:  A no, pero es que uste sabe 	1
10	16:59:50	No, es que ya sabemos, estos, todos estos colores ya están aquí en esta hoja	
10	16:59:54	Participante: Es custión nomás de encontrarlo en la sopa, ¿me ayuda?	0
10	16:59:57	Pcd:  Pues sí pero yo encontré este, aquí se quedó	0
11	17:0:0	Participante: porque, e  es que tiene que estar así como aquí que tiene que estar todas las letras seguidas	0
11	17:0:4	Participante:  Y si lo hice feo pero las letras están separadas	0
11	17:0:7	Pcd:  ¿Y qué tiene pero es que están dice feos?	0
11	17:0:11	Participante: Vamos a decir que ya 	0
11	17:0:14	Pcd:  A ver enséñeme la letra feo junta	0
11	17:0:17	Participante: Aaaaaa	0
11	17:0:18	Pcd: ¿En dónde está?	0
11	17:0:18	Participante: A ver mire	0
11	17:0:20	Participante:  Aquí abajo enn (raya el papel ), vio que sie estaba!!	0
11	17:0:25	Pcd:  Aaaa pues por eso hágalo uste	1
11	17:0:27	Participante: Nooo	1
11	17:0:27	Pcd:  Porque uste si sabe y yo no	1
11	17:0:29	Participante: Pero es que aquí yo la estaba buscando, es cuestión de buscarlo	1
11	17:0:32	pcd: mmmmmm	1
11	17:0:33	Participante: No tiene ninguna prisa ni nada es (incomprensible) usted buscando alguna palabra	1
11	17:0:40	Pcd:  La medecina que medieron está muy amarga 	2
11	17:0:43	Participante:  ¿sí?	2
11	17:0:44	Pcd: Ummmju, sabe bien mala	2
11	17:0:48	Participante:  ¿Si?	2
11	17:0:48	Pcd: ¿Y Sabe que hago?	2
11	17:0:49	Participante:  ¿Qué hace?	2
11	17:0:50	pcd:  No me la tomo	2
11	17:0:55	Pcd: La escondo (guarda la pastilla)	2
11	17:0:56	Participante: (risilla)	2
11	17:0:59	 La escondono me la mire, ¿uste sabe que la tiro?	2
12	17:1:3	Participante: No, no se	2
12	17:1:4	Pcd: A pues si la tiro	2
12	17:1:6	 Participante: (risa)	2
12	17:1:7	Pcd:  Yo ya me quiero ir 	3
12	17:1:9	Participante: Pero pos no ha encontrado  las palabras!!	3
12	17:1:13	pcd:  Uste ya encontró (incomprensible)	3
12	17:1:15	 Participante: A ver vamos a, buscamos, me ayuda a buscar otr	3
12	17:1:22	 Participante: Vamos a buscar, cuál hay que buscar	3
12	17:1:27	Pcd: Ya está feo 	2
12	17:1:28	Participante: Ya está acá 	2
12	17:1:31	Pcd: Ya está gordo 	2
12	17:1:32	Participante: Ya está gordo	2
12	17:1:34	Pcd:  ¿Para dónde?	2
12	17:1:36	Participante: Vamos a buscar grande	2
12	17:1:39	Pcd: Mmmmm	2
12	17:1:41	Pcd: ¿Uste no esgrande verda?	2
