16:50:18	# participante: ok		
16:50:21	# participante: ok		
16:50:22	# participante: Entonces, este es un juego de nudos.. de agujetas	1	
16:50:27	# participante: Entonces ehh yo le voy a enseñar un nudo, una secuencia. Y usted lo va a repetir. sí?	1	
16:50:33	# participante: si?	1	
16:50:34	# participante: ok.	1	
16:50:35	# pcd: Y si se me olvida le vuelvo a preguntar?	2	
16:50:37	# participante: Si *voz quebrada*	2	
16:50:38	# participante: Claro que si, no se preocupe.	2	
16:50:40	# participante: Entonces, el primero que vamos a hacer es.. Vamos a hacer una X. ay.	2	
16:50:50	# participante: Entonces...	2	
16:50:56	# participante: Vamos a hacer, una X así. ok?	0	
16:51:19	# participante: Ok. Perfecto.	0	
16:51:22	# participante: Ahora.. vamos a volver a hacerla.	0	
16:51:28	# participante: Pero esta vez sin agujeta aquí vamos a meterla así.	0	
16:51:35	# participante: Y ya que tenemos las las dos, los dos lados iguales, vamos a hacer la misma X. Sí?	0	
16:52:20	# participante: Ok.. ahh perfecto.	0	
16:52:23	# participante: A ver.. ahora.. vamos a cambiarlo un poco.	0	
16:52:29	# participante: Vamos a.. volver a hacer la misma.. X. Pero le vamos a agregar una.. una.. un. un.. movimiento mas.	0	
16:52:43	# participante: Entonces.. armamos la X...	0	
16:52:57	# participante: Y.. esos que están del otro lado, los vamos a pasar por aquí, para que queden como unos bigotes.	-	
16:53:6	# participante: Entonces tenemos aquí la X, y aquí quedan los dos bigotes.	0	
16:53:16	# participante: A ver..	0	
16:53:50	# participante: A ver... aah! está bien, perfecto. ay, vamos muy rápido eh. A ver..	0	
16:53:57	# participante: Ahora, vamos a hacer el mismo, pero empezando de cero. Vamos a meter aquí las agujetas..	0	
16:54:8	# participante: ..y volvemos a hacer la X...	0	
16:54:18	# participante: ..y, volvemos a sacar los bigotes en los hoyos de abajo.	0	
16:54:24	# pcd: Están mejor en los de arriba.	1	
16:54:26	# participante: En los de arriba? Ahh okay.	1	
16:54:29	# pcd: Ahí se ve feo en los de abajo.	1	
16:54:30	# participante: Ah perfecto, a ver.	1	
16:54:40	# participante: Que bueno que me dice, porque yo de acá atrás no alcanzo a ver *rissilla*	1	
16:54:43	# participante: Ah no si, pues a ver.	1	
16:54:45	# pcd: Aquí tiene la boca...	0	
16:54:46	# participante: Ajá.	0	
16:54:47	# pcd: Aquí están los bigotes.	0	
16:54:48	# participante: Ahh si si.	0	
16:54:49	# pcd: Aquí está la boca.	0	
