16:49	#  participante: Hola, está bien?	1	1
16:49	#  pcd: No, no está bien nada. Nada, nada está bien.	1	
16:49	# pcd: Que va a sacar? No saque nada porque yo ya me quiero ir.	1	
16:49	# participante: Vamos a jugar un rato.	1	
16:49	# pcd: No, ya me quiero ir. ¿Qué estoy haciendo aquí? A ver, dígame ¿Quién es usted?.	3	
16:49	# participante: Soy Alfonso!	3	
16:49	# pcd: No, no es Alfonso. Y luego los demás, todas me quieren tener aquí encerrada. Ya no quería venir.	3	
16:49	# participante: Ah no? Y luego, por qué no?	3	
16:49	# pcd: Porque no, no quiero jugar. Ya no, no quiero jugar.	1	
16:49	# participante: Y sabe a que vamos a jugar?	1	
16:49	# pcd: No, pero ya se, estoy viendo esos monos feos.	1	
16:49	# participante: ¿Cuáles monos feos?	1	
16:49	# pcd: Esos que traen esas cartas.	1	
16:49	# participante: ¿Ya las conoce?	1	
16:49	# pcd: Si..	1	
16:49	# participante: Y le gustaría...	1	
16:49	# pcd: No, no me gustaría. No... aquí no quiero estar ya.	1	
16:49	# participante: Vamos a jugar un rato nomás.	1	
16:49	# pcd: No... no quiero jugar ni un rato.	1	
16:49	# pcd: ME QUIERO IR CON MI MAMÁ, DÍGAME QUE ESTOY HACIENDO AQUÍ. 	3	
16:50	# pcd: NO QUIERO JUGAR, ME QUIERO IR CON MI MAMÁ Y CON ANTONIO Y LUPITA QUE ME DE DE COMER.	3	2
16:50	# participante: Hmm.. pues vamos a jugar un rato.	3	
16:50	# pcd: No! porque.. si no me dan comida, pues como juego?	2	
16:50	# participante: Pues a mi también, también necesito comer.	2	
16:50	# pcd: Pues váyase a comer, y luego yo también yo me voy a comer, y ya los dos comemos y luego ya jugamos.	2	
16:50	# pcd: Porque yo no quería venir. Me trajeron a fuerza.	2	
16:50	# participante: Pues a mi me dijeron que era.. bien buena para jugar.	2	
16:50	# pcd: No. No me gusta jugar.	1	
16:50	# participante: No?	1	
16:50	# pcd: No.	1	
16:50	# participante: Vamos a jugar tantito, y ya vemos como vamos a..	1	
16:50	# pcd: No, porque si es esas cartas feas no me gustan.	1	
16:50	# participante: No le gustan? Vamos a intentarlo.	1	
16:50	# pcd: Pues intentelo usted.	1	
16:50	# participante: Bueno, entre los dos.	1	
16:50	# pcd: No, yo no. Quiero irme con mi mamá. ¿Qué no entendió?	3	
16:50	# participante: Si, yo también quiero irme con la mia pero quiero jugar cartas con usted.	3	
16:50	# pcd: No, pero ya.. ya me quiero ir porque me duele la cabeza.	3	
16:50	# pcd: Me duele el hombro. Me pusieron a levantar una tabla pesada pesada.	2	
16:51	# pcd: Me lastimaron este dedo. Y me quiero ir con mi mamá por eso! Porque no quiero jugar.	2	
16:51	# participante: Pues.. dicen que jugando.. se le quita a uno el dolor.	2	
16:51	# pcd: No, no, no,no, no.	2	
16:51	# pcd: Mire, ay! aquí me acaba de picar un animal.	2	
16:51	# pcd: Ay! Ay! Aquí hay animales que pican. Ay!	2	
16:51	# pcd: Ay, aquí me picó un animal	2	
16:51	# participante: Sí? Mátelo. Apachurrelo bien! Ahí está.	2	
16:51	# participante: Ya quedó? Bien muerto? A verlo.	2	
16:51	# pcd: No, pues ya, ya me lo comí	2	
16:51	# participante:  Ya? ahh y estaba bueno o no?	2	
16:51	# pcd:  Si, estaba buenísimo.	2	
16:51	# participante: Que bueno	3	
16:51	# pcd: Ya me quiero ir!	3	
16:51	# participante: Yo también. Asi que, hay que apurarnos mejor.	3	
16:51	# pcd: No pues apúrese usted.	3	
16:51	# participante: Mire, aquí, se trata de levantar dos cargas.	1	
16:51	2# pcd: Levántelas usted.	1	
16:51	# participante: Bueno, yo las voy a levantar. Cual quiere que levante?	1	
16:51	# pcd: Y quiero irme con mi mamá. Dónde está mi mamá? Entienda!	3	
16:52	# participante: Está ahí afuera esperandola.	3	2
16:52	# pcd: No, ya la busqué ahorita que salí no estaba.	3	
16:52	# participante: Ah no estaba?	2	
16:52	# pcd: No, se fue de vaga.	2	
16:52	# participante: Ha de haber ido a comprar.. unas nieves o algo.	2	
16:52	# pcd: No, ya me había dado mucha nieve, que me dolió el estómago.	2	
16:52	#  participante: Ah sí?	2	
16:52	# pcd: Comí mucha nieve porque me dijeron que iba a jugar y no quiero jugar.	1	
16:52	# pcd: Que estoy haciendo aquí en esta casa?	2	
16:52	# participante: Pues hay que jugar un rato	2	
16:52	# pcd: ESTA NO ES MI CASA, ENTIENDA!	3	
16:52	# participante: Ni la mia, pero..	3	
16:52	# pcd: Ni la mia, y luego en este cuarto encerrado.	3	
16:52	# pcd: Tampoco quiero estar aquí!	3	
16:52	# pcd: Me está oyendo?	3	
16:52	# participante: Si, la estoy oyendo.	3	
16:52	# pcd: Ah, pues yo creía que no me oía, que estaba sordo, porque tengo que gritar.	3	
16:52	# pcd: MAMÁ VEN POR MI!!, VEN POR MI!!, VEN POR MI!!	3	
16:52	# pcd: Y no voy a parar de hablar hasta que no venga!	3	
16:52	# pcd: Así es que, me voy a cansar mucho y no voy a jugar.	3	
16:52	# participante: Pues.. vamos a jugar entre los dos. Para los dos divertirnos e irnos pronto.	1	
16:52	# pcd: Pues juege usted.	1	
16:52	# participante: Bueno, pues ayudeme también.	1	
16:53	# pcd: No pues, nomás lo miro.	1	3
16:53	# participante: A los dos nos va a doler la cabeza...	1	
16:53	# Nooo, nomás lo miro, porque quiero irme con mi mamá.	3	
16:53	# participante: Bueno, voltee, a ver, una carta. La que usted quiera. Esa! Ahí va.	3	
16:53	# pcd: Aay que fea.	1	
16:53	# participante: El master magic.	1	
16:53	# pcd: No, no no quiero.	1	
