1433977933.74 	 participante: ahorita, va a ver lo que voy a hacer..	
1433977938.74 	 y ahorita, ya que termine ahorita lo va a hacer	
1433977940.74 	 pcd: y si no puedo?	
1433977942.74 	 participante: Si	
1433977964.74 	 participante: así… una cruz.	
1433977972.74 	 participante: Tiene que hacer una cruz	
1433977990.74 	 Ya se me olvidó	1
1433978015.74 	 así?	1
1433978017.74 	 participante: si, así. Muy bien. A ver. Me permite?	1
1433978021.74 	 participante: Ahora, vamos a hacer… Lo mismo	1
1433978030.74 	 participante: Bueno, no lo mismo, va a ser diferente.	1
1433978039.74 	 y ya que haga esto vamos a…	1
1433978042.74 	 poner pa’ atrás	1
1433978056.74 	 pcd: No voy a poder.	1
1433978059.74 	 participante: Haga el intento	1
1433978075.74 	 pcd: Aay…	1
1433978127.74 	 pcd: Está llorando?	-
1433978128.74 	 participante: No!.	-
1433978130.74 	 participante: Es el.. mi cabello que está.. (incomprehensible)	-
1433978135.74 	 pcd: Parece que está llorando	-
1433978138.74 	 participante: *suspiro* No.	-
1433978150.74 	 pcd: (incomprehensible)	-
1433978158.74 	 pcd: Si	-
1433978160.74 	 pcd: Si sabe donde está mi mama?	2
1433978163.74 	 participante: No. creo q.. creo que fue a la tienda	2
1433978169.74 	 pcd: Y por qué se fue y no me llevó?	2
1433978174.74 	 participante: Porque tenía que comprar unas cosas y ahorita va a venir.	2
1433978179.74 	 pcd: Pues ya me quiero ir	3
1433978184.74 	 participante: Ahorita que llegue, ya se va a ir	3
1433978197.74 	 pcd: Usted de donde viene?	-
1433978201.74 	 participante: De donde vengo? pcd: Si	-
1433978205.74 	 participante: De… aquí, no muy lejos.	-
1433978214.74 	 participante: Ahorita.. vamos a hacer…	1
1433978218.74 	 participante: Casi lo mismo que hizo ahorita, que lo hizo muy bien por cierto.	1
1433978223.74 	 pcd: Pero ya se me olvidó	1
1433978227.74 	 participante: Pero ahorita le voy a explicar como lo va a hacer	1
1433978232.74 	 participante: Y…	1
1433978237.74 	 pcd: No quiero hacerlo, porque no me gusta	1
1433978241.74 	 participante: Por qué no le gusta?	1
1433978243.74 	 pcd: Por que no se hacerlo	1
1433978245.74 	 participante: Si lo está haciendo bien	1
1433978254.74 	 pcd: A usted le gusta hacer eso? A mi no.	1
1433978258.74 	 participante: *rissilla*	1
1433978261.74 	 participante: Me entretiene	1
1433978263.74 	 pcd: A mi no me entretiene.	1
1433978270.74 	 participante: Acá va a hacer un nudo.	
1433978290.74 	 (incomprehensible)	
1433978330.74 	 pcd:Ya se me olvidó. Ya se me olvidó, ya se me olvidó	2
1433978339.74 	 participante: No se le ha olvidado.	2
1433978378.74 	 lcd: El que mira?	-
1433978379.74 	 participante: Está mirando su tele	
1433978383.74 	 pcd: Es que aquí no se debe de ver tele. Por que yo ya me quiero ir pa’ mi casa	2
1433978403.74 	 *mumbling* pcd: Ahh ya se que voy a hacer. Usted no sabe lo que voy a hacer.	2
1433978419.74 	 *mumbling* pcd: Voy a hacer… esto.	2
1433978395.74 	 Voy bien. ¿Verdad?	0
1433978433.74 	 participante: Si, va muy bien.	0
1433978435.74 	 pcd: Bien. Muy bien	0
1433978452.74 	 pcd: Esto no me había enseñado usted. Esta es mi cara.	2
1433978457.74 	 pcd: Y esta es mi boca.	2
1433978470.74 	 participante: ¡Muy bien!	2
1433978471.74 	 participante: Ahora.. Vamos a hacer.. eso.	1
1433978478.74 	 participante: Lo mismo que estaba haciendo.	1
1433978482.74 	 participante: Lo de las cruces.	1
1433978482.74 	 pcd: Pa’ que quiere tantas cruces?	1
1433978486.74 	 participante: Para ver cuantas puede hacer.	1
1433978491.74 	 pcd: Son malas las cruces.	1
1433978492.74 	 participante: No..	1
1433978494.74 	 pcd: Si	1
1433978495.74 	 participante: Ahora va a hacer sus… agujetas.	1
1433978504.74 	 pcd: Quiere ojos?	0
1433978506.74 	 participante: si	0
1433978509.74 	 pcd: O quiere cruz?	0
1433978511.74 	 participante: Lo que usted quiera señora.	0
1433978515.74 	 pcd: Esto se me olvidó.	0
1433978521.74 	 pp: Una así, otra así.	2
1433978529.74 	 pcd: *mumbling* Pero así no se ve bien	2
1433978536.74 	 pcd: y esta está mal.	2
1433978556.74 	 pcd: *mumbling*	2
1433978561.74 	 pcd: Aaay no..	2
1433978567.74 	 pcd: *mumbling* Así iba? Así iba?	2
1433978575.74 	 pcd: Parece que si. Parece que si va. Por que las otras salieron, mal verdad?	2
1433978583.74 	 participante: hmm no, salieron bien.	2
