1434066946.28 	Pcd: ¿Por qué le pusieron así?	1
1434066948.28 	Participante: mmm no mi mamá le gustó el nombre	1
1434066950.28 	Pcd: Ta feo noooo!!!	1
1434066951.28 	Participante:   Sí	1
1434066951.28 	Investigador 2:Y va a trabajar con usted un ratito	1
1434066955.28 	Participante:  ¿Le gustan las sopas de letra?	1
1434066956.28 	Pcd: No!!	1
1434066957.28 	Participante:  ¿No le gusta?	1
1434066958.28 	Pcd: No!!	1
1434066959.28 	Participante: ¿ Si alcanza a ver laas lestras bien?	1
1434066963.28 	Pcd: Si pero no me gusta 	1
1434066965.28 	Participante:  No??, es rápido ahorita vamos a, si ¿Cuál alcanza a ver mejor?	1
1434066972.28 	Pcd: Éstas (toca la hoja de sopa de letras)	1
1434066972.28 	Participante:  Estas.	1
1434066979.28 	 Necesito que me escriba aquí su nombre	1
1434066982.28 	Pcd: No se escribir 	1
1434066983.28 	Participante:No sabe escribir?	1
1434066984.28 	Pcd: No 	1
1434066984.28 	Participante: No?	1
1434066986.28 	Participante:  Y si...	1
1434066986.28 	pcd: Si se escribir pero no  quiero hacer	1
1434066988.28 	Participante:  No quiere hacer?, pues lo dejamos para ahorita bueno para, para saber que lo hizo usted	1
1434066995.28 	Pcd: Yo lo hice?, no, no lo estoy haciendo	1
1434066998.28 	Participante:  No ahorita que  lo haga	1
1434067000.28 	Bueno.	1
1434067000.28 	Pcd: ¿Quién se estaba comiendo mis galleta uste ?	2
1434067003.28 	Participante: Nooo, así la dejó usted	2
1434067005.28 	Pcd: Nooo, yo la dejé entera	2
1434067007.28 	Participante:  (risa) ahí está una  entera , si quiere déjela ahí y tome la entera 	2
1434067013.28 	Pcd Mmmm (mueve la cabeza en expresión  de respuesta negativa)	2
1434067017.28 	Participante:  Entonces le digo vamos a jugar aquí  a la sopa de letras 	1
1434067021.28 	Participante: vamos a buscar las palabras   aquí abajo 	1
1434067024.28 	Participante: Es alto, feo, gordo, guapo (incomprensible), buscando una por una 	1
1434067030.28 	Participante: Aa, yo voy, si quiere yo voy haciendo una y lugo usted hace la otra	1
1434067034.28 	Pcd: Pues mejor uste las hace todas	1
1434067036.28 	 Participante: Pero así no vamos a poder jughar los dos	3
1434067038.28 	Pcd: Pues es que yo no se. Yo ya me quiero ir	3
1434067042.28 	Participante: Perooooo, la hace y ya entonces  nos vamos  todos 	3
1434067047.28 	Participante:  ¿Está bien ?	2
1434067049.28 	Pcd:Mmmmm. no, no está bien, no está bien	2
1434067055.28 	 Bueno, vamos a empezar	2
1434067056.28 	Pcd: El otro me dijo que me  iba  a reglar mi bicicleta y no me  arregló nada	2
1434067060.28 	Pcd: ¿Uste que va arreglar?	2
1434067061.28 	No, pues el ya se comprometió con la bicicleta 	2
1434067065.28 	Pcd:  Pero no hizo nada	2
1434067066.28 	 Participante: No?, a	2
1434067067.28 	Pcd: Nomás me puso a jugar sus cosas esas feas sus fichas	2
1434067071.28 	Participante:  A lo mejor ahora que termine, que salga ya está arreglada la bicicleta!!!	2
1434067076.28 	Pcd: Lo veo sentado	2
1434067078.28 	Participante:  Quién sabe!!!!	2
1434067080.28 	 Participante: A lo mejor ya terminó y no se	2
1434067082.28 	Pcd: Bueno	1
1434067084.28 	Participante:   Entonces si quiere empezamos a buscar una fácil  de feo	1
1434067088.28 	Participante:   Que está muy cortito	1
1434067090.28 	 Pcd: Esa soy yo 	1
1434067091.28 	Participante:  (risa)	1
1434067092.28 	Pcd:Fea	1
1434067093.28 	Participante:  Entonces yo sería feo porque (incomprensible)	1
1434067097.28 	pcd:  A pero yo quiero que sea niña	1
1434067100.28 	aaa, bueno vamos a buscar feo	1
1434067104.28 	Participante:  Si quiere empezamos buscando...	1
1434067106.28 	Pcd: Y  como le va hacer para, para ponerle  así (señala la estructura de la sopa de letras)	1
1434067110.28 	Participante:   Usted lo va a subrayar	1
1434067112.28 	Participante:   Ahorita que lo encuentre	1
1434067116.28 	 Pcd: Porque no lo hace uste mejor!!!	1
1434067118.28 	 Porque si no no jugaríamos los dos 	1
1434067122.28 	Pcd:  ¿Aa, yo voy agarrar una y uste va agarrar otra?	1
1434067125.28 	Participante:  Mmmmju	1
1434067126.28 	Pcd: Abueno  uste es la, el siguiente	1
1434067128.28 	Participante:  Sí	1
1434067134.28 	Participante:   Cuál, estamos buscando feo eeee	1
1434067137.28 	Pcd:  a ver	1
1434067142.28 	Participante:   ¿Qué dice ahí?	1
1434067143.28 	Pcd: Feo	1
1434067149.28 	Participante:  Noooo, 	1
1434067151.28 	 Pcd: Ahí dice feo	1
1434067153.28 	¿En dónde dice feo?	1
1434067154.28 	Pcd: Sí,  feo 	1
1434067155.28 	Participante:  Aaa no pero lo que tiene que hacer es buscar la palabra completa	1
1434067160.28 	Participante:  Por ejemplo por aquí así, busque la palabra	1
